,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
1502,Sovam Tea Stool,4.191498741,0,"Bhivsankhori, Ring Rd",+91 95037 42850,Cafe,"https://www.google.com/maps/place/Sovam+Tea+Stool/@21.1699552,79.0219488,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1af1e98a6fb:0xae2511e025e0d1fb!8m2!3d21.1699552!4d79.0219488!16s%2Fg%2F11tx_s0k76?hl=en",21.1699552,79.0219488,Yes,Yes,946,CASH
1503,Taj Mehandi Pan Palace,4.191498741,0,Shop No 1 Kharbi T Point,+91 90223 01854,Coffee shop,"https://www.google.com/maps/place/Taj+Mehandi+Pan+Palace/@21.1270119,79.1525218,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72465e1bd31:0xea3b4b9e6d6e7b0d!8m2!3d21.1270119!4d79.1525218!16s%2Fg%2F11t40bnvl0?hl=en",21.1270119,79.1525218,Yes,Yes,942,CASH AND UPI
1504,Naresh chaniess,4.191498741,0,122,+91 79781 90583,Fast food restaurant,"https://www.google.com/maps/place/Naresh+chaniess/@21.1763156,79.1392844,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c77a03384ecb:0x67636f80d04a20ea!8m2!3d21.1763156!4d79.1392844!16s%2Fg%2F11sqnlyp50?hl=en",21.1763156,79.1392844,Yes,Yes,791,CASH
1505,Mohin8 Chinese,4.191498741,0,"5548+MC9, Punapur Rd",,Fast food restaurant,"https://www.google.com/maps/place/Mohin8+Chinese/@21.1566514,79.1660995,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7c05867e183:0xdeb100389419de3d!8m2!3d21.1566514!4d79.1660995!16s%2Fg%2F11t453x5t6?hl=en",21.1566514,79.1660995,Yes,No,576,CASH AND UPI
1506,Mumbai Vada Pav,4.191498741,0,"Chowk, near New Goswami Dairy",,Cafe,"https://www.google.com/maps/place/Mumbai+Vada+Pav/@21.1242345,79.1384959,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b98bcf3f48cb:0x5da34b8a4832483a!8m2!3d21.1242345!4d79.1384959!16s%2Fg%2F11kbn1yskt?hl=en",21.1242345,79.1384959,Yes,Yes,686,CASH
1507,Amit Chicken Center,4.191498741,0,"Old Kamptee Road, SH260, Near Buty Public School, Bhilgaon,Nagpur,Maharashtra,441001,India Old Kamptee Road, SH260, near Buty Public School",+91 96738 17701,Chicken restaurant,"https://www.google.com/maps/place/Amit+Chicken+Center/@21.174218,79.144757,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c6fd3c5070e3:0xadc67145097bbba9!8m2!3d21.174218!4d79.144757!16s%2Fg%2F11k3hwn9wz?hl=en",21.174218,79.144757,Yes,No,752,CASH AND UPI
1508,Shree Ganesh Farsan,4.191498741,0,5564+4MG,,Fast food restaurant,"https://www.google.com/maps/place/Shree+Ganesh+Farsan/@21.1603077,79.1567142,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c757d1b0d41b:0xd9fb2d8803de9213!8m2!3d21.1603077!4d79.1567142!16s%2Fg%2F11q972phq6?hl=en",21.1603077,79.1567142,Yes,No,583,CASH AND UPI
1509,Prajwal,4.191498741,0,,+91 98342 24205,Fast food restaurant,"https://www.google.com/maps/place/Prajwal/@21.1790865,79.1511492,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c788533cc529:0x8a0fe11cb284f73e!8m2!3d21.1790865!4d79.1511492!16s%2Fg%2F11twz6srpk?hl=en",21.1790865,79.1511492,Yes,No,724,CASH
1510,Box 5 cafe,4.191498741,0,5439+M4C,,Fast food restaurant,"https://www.google.com/maps/place/Box+5+cafe/@21.1541964,79.117774,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76524f9f7bd:0x9c6856b49dbf9ce6!8m2!3d21.1541964!4d79.117774!16s%2Fg%2F11rzjdpjc2?hl=en",21.1541964,79.117774,Yes,Yes,697,CASH AND UPI
1511,P D Chinese,4.191498741,0,,+91 99604 53576,Fast food restaurant,"https://www.google.com/maps/place/P+D+Chinese/@21.1563425,79.1659607,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7572af88ca5:0xfc65dfa5128c1286!8m2!3d21.1563425!4d79.1659607!16s%2Fg%2F11t9ml152c?hl=en",21.1563425,79.1659607,Yes,Yes,974,CASH AND UPI
1512,Shree Sai Internet Cafe,4.191498741,0,"54CC+96M, Kalbhairav Mandir Rd, near Buddha vihar",+91 73049 03425,Electrical and electronics stores,"https://www.google.com/maps/place/Shree+Sai+Internet+Cafe/@21.1709704,79.1205574,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c6d7fc6cc46b:0xd227574df0471bcc!8m2!3d21.1709704!4d79.1205574!16s%2Fg%2F11tft08g56?hl=en",21.1709704,79.1205574,Yes,Yes,561,CASH AND UPI
1513,RANAPRATAP RESTAURANT,4.191498741,0,,,Restaurant,"https://www.google.com/maps/place/RANAPRATAP+RESTAURANT/@21.1141004,79.0567116,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf8684d19b91:0xe7f87e7b19e0c2d!8m2!3d21.1141004!4d79.0567116!16s%2Fg%2F11s9c9cbsq?hl=en",21.1141004,79.0567116,Yes,Yes,537,CASH AND UPI
1514,Ankush Chinese Centre,4.191498741,0,,+91 72761 89435,Fast food restaurant,"https://www.google.com/maps/place/Ankush+Chinese+Centre/@21.1805062,79.1391797,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c73bfb8f16ab:0x7e54f4384090e0d9!8m2!3d21.1805062!4d79.1391797!16s%2Fg%2F11tcpq2srl?hl=en",21.1805062,79.1391797,Yes,No,651,CASH
1515,Bombay chaat,4.191498741,0,,+91 96690 57713,Fast food restaurant,"https://www.google.com/maps/place/Bombay+chaat/@21.17346,79.1437409,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c739b9c6b7d1:0xdc31246bbcc35d64!8m2!3d21.17346!4d79.1437409!16s%2Fg%2F11s9jsvtqt?hl=en",21.17346,79.1437409,Yes,Yes,711,CASH AND UPI
1516,Nilesh Service,4.191498741,0,opp. pushpanjali mangal hall,+91 77568 43461,Cafe,"https://www.google.com/maps/place/Nilesh+Service/@21.1728497,79.1167948,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7526d14116b:0x637e4293ad955720!8m2!3d21.1728497!4d79.1167948!16s%2Fg%2F11s5cxgp7s?hl=en",21.1728497,79.1167948,Yes,Yes,980,CASH
1517,Quality Restaurant,4.191498741,0,"Last Bus Stop, Jaitala Rd",+91 80808 29441,Fast food restaurant,"https://www.google.com/maps/place/Quality+Restaurant/@21.1106635,79.0235994,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf40194b6727:0xcf0b53f8d9824e77!8m2!3d21.1106635!4d79.0235994!16s%2Fg%2F11rn5d3m90?hl=en",21.1106635,79.0235994,Yes,Yes,729,CASH AND UPI
1518,The Food Art's Chinese Corner,4.191498741,0,Punapur Rd,,Chinese restaurant,"https://www.google.com/maps/place/The+Food+Art's+Chinese+Corner/@21.1586006,79.1662872,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c79a9c63e9c9:0x84674c9fbcedeaff!8m2!3d21.1586006!4d79.1662872!16s%2Fg%2F11tg5_d1qg?hl=en",21.1586006,79.1662872,Yes,Yes,620,CASH AND UPI
1519,The Tea Factory Jagti,4.191498741,0,Opposite IIT NH 44. .... 44 jagti nagrota Jammu Jagti,,Tea house,"https://www.google.com/maps/place/The+Tea+Factory+Jagti/@21.1324467,79.1430457,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7fc667ade5b:0xeb90b02d7d9c2e31!8m2!3d21.1324467!4d79.1430457!16s%2Fg%2F11rpjyyrf8?hl=en",21.1324467,79.1430457,Yes,No,816,CASH AND UPI
1520,Cafe sharad,4.191498741,0,"10 Mangalmurti Sq, Hingna Rd, opp. Jog",,Fast food restaurant,"https://www.google.com/maps/place/Cafe+sharad/@21.121231,79.0310118,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c11d9224a63f:0x2b00ca5ed1b7baa8!8m2!3d21.121231!4d79.0310118!16s%2Fg%2F11sbvkcspn?hl=en",21.121231,79.0310118,Yes,No,877,CASH AND UPI
1521,Rizwan Services,4.191498741,0,Yashodhra,+91 78218 24256,Coffee shop,"https://www.google.com/maps/place/Rizwan+Services/@21.1823682,79.1216667,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c78eb65e56db:0xb9c956b81dfda845!8m2!3d21.1823682!4d79.1216667!16s%2Fg%2F11rn3y818k?hl=en",21.1823682,79.1216667,Yes,No,999,CASH
1522,Rupesh Service,4.191498741,0,Shop No 02,+91 93710 27498,Cafe,"https://www.google.com/maps/place/Rupesh+Service/@21.1735439,79.1170689,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c70fb3c8fa05:0x711eaddbbbb01c9e!8m2!3d21.1735439!4d79.1170689!16s%2Fg%2F11t72jsnsq?hl=en",21.1735439,79.1170689,Yes,No,697,CASH AND UPI
1523,Abhay Services,4.191498741,0,Shop No 2,+91 83789 77169,Coffee shop,"https://www.google.com/maps/place/Abhay+Services/@21.1735216,79.1166684,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c79aef7f777d:0x36f87983fd99e391!8m2!3d21.1735216!4d79.1166684!16s%2Fg%2F11t6tkw59x?hl=en",21.1735216,79.1166684,Yes,No,745,CASH AND UPI
1524,Brewing Panda,4.191498741,0,"11, Ambazari - Hingna Rd, near Casa unplugged",,Coffee shop,"https://www.google.com/maps/place/Brewing+Panda/@21.1224175,79.0336975,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c19203dd7491:0x58477690e26833db!8m2!3d21.1224175!4d79.0336975!16s%2Fg%2F11tf_4_q5s?hl=en",21.1224175,79.0336975,Yes,Yes,692,CASH AND UPI
1525,Pooja Tea Stall,4.191498741,0,"Shop No 1, C A, Road",+91 95952 65010,Coffee shop,"https://www.google.com/maps/place/Pooja+Tea+Stall/@21.1718727,79.1166385,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7f05311c3cf:0x2b99f4e49f7a4d95!8m2!3d21.1718727!4d79.1166385!16s%2Fg%2F11t5l4l_1r?hl=en",21.1718727,79.1166385,Yes,Yes,701,CASH
1526,Hitendra Sanju Bhaji,4.191498741,0,"Bharatwada Rd, Kalmana",+91 84080 09506,Vegetarian restaurant,"https://www.google.com/maps/place/Hitendra+Sanju+Bhaji/@21.1599026,79.1547604,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c795fb178b69:0x83b67f649778e1c9!8m2!3d21.1599026!4d79.1547604!16s%2Fg%2F11tx7nq8nz?hl=en",21.1599026,79.1547604,Yes,Yes,586,CASH
1527,Fuel Station Cafe & Restro,4.191498741,0,near Vaishanodevi Square,,Restaurant,"https://www.google.com/maps/place/Fuel+Station+Cafe+%26+Restro/@21.1479531,79.1378789,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b013f352b9:0xdfb54873f86e1c19!8m2!3d21.1479531!4d79.1378789!16s%2Fg%2F11st9y6986?hl=en",21.1479531,79.1378789,Yes,Yes,981,CASH AND UPI
1528,Royal food cafe,4.191498741,0,5577+55J,,Fast food restaurant,"https://www.google.com/maps/place/Royal+food+cafe/@21.1629858,79.1629519,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7dd0e1b7ccf:0x3fc5d1d6598e04cf!8m2!3d21.1629858!4d79.1629519!16s%2Fg%2F11rplgpz6h?hl=en",21.1629858,79.1629519,Yes,No,951,CASH
1529,Dilshan Pan Shop,4.191498741,0,"Shop No 1, Sanjiwani Quarter",+91 86691 17241,Coffee shop,"https://www.google.com/maps/place/Dilshan+Pan+Shop/@21.1817407,79.1258043,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c758e09b351b:0xd2012a5d571a502!8m2!3d21.1817407!4d79.1258043!16s%2Fg%2F11rpdghqrk?hl=en",21.1817407,79.1258043,Yes,Yes,836,CASH
1530,Chill House,4.191498741,0,Shop No 1,+91 95274 55693,Cafe,"https://www.google.com/maps/place/Chill+House/@21.1880078,79.1008504,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c18503cd342b:0x89b90bc61adb8332!8m2!3d21.1880078!4d79.1008504!16s%2Fg%2F11syrd837x?hl=en",21.1880078,79.1008504,Yes,Yes,866,CASH AND UPI
1531,Swarashtra Chinese Center,4.191498741,0,Durga Nagar Duraga Nagar,+91 88791 00398,Fast food restaurant,"https://www.google.com/maps/place/Swarashtra+Chinese+Center/@21.1622212,79.1627667,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7827990675b:0x6550b22b8174379e!8m2!3d21.1622212!4d79.1627667!16s%2Fg%2F11tf1zw6x3?hl=en",21.1622212,79.1627667,Yes,No,994,CASH AND UPI
1532,Maktumbano Sheikh Sales,4.191498741,0,Main Road,+91 77749 45410,Coffee shop,"https://www.google.com/maps/place/Maktumbano+Sheikh+Sales/@21.1736013,79.1168095,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b923d14f6f:0x983a7d757e8d2bf8!8m2!3d21.1736013!4d79.1168095!16s%2Fg%2F11s4_4lbck?hl=en",21.1736013,79.1168095,Yes,Yes,792,CASH AND UPI
1533,Maa Bhawani Chinese Center,4.191498741,0,5558+GGV,,Fast food restaurant,"https://www.google.com/maps/place/Maa+Bhawani+Chinese+Center/@21.1588561,79.1663023,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7caf8347785:0x719c43d9e06272e9!8m2!3d21.1588561!4d79.1663023!16s%2Fg%2F11sjdv8n22?hl=en",21.1588561,79.1663023,Yes,No,978,CASH AND UPI
1534,Nk fast Food Cafe,4.191498741,0,Sadar Nagpur,,Fast food restaurant,"https://www.google.com/maps/place/Nk+fast+Food+Cafe/@21.1632693,79.0744726,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0fcc0000043:0xbf7a761785d90458!8m2!3d21.1632693!4d79.0744726!16s%2Fg%2F11gf034r4c?hl=en",21.1632693,79.0744726,Yes,Yes,914,CASH
1535,Raju Tea Center,4.191498741,0,Shop No 1,+91 95954 16117,Coffee shop,"https://www.google.com/maps/place/Raju+Tea+Center/@21.1435096,79.1247133,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c75e20a6a981:0x4dc22b84f6bde569!8m2!3d21.1435096!4d79.1247133!16s%2Fg%2F11q4d4xgf4?hl=en",21.1435096,79.1247133,Yes,Yes,783,CASH AND UPI
1536,Vicky Shop,4.191498741,0,Pardi Naka,+91 96651 91379,Coffee shop,"https://www.google.com/maps/place/Vicky+Shop/@21.1507573,79.1481508,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c727475a5465:0x5a3d37b7cd5f8ecd!8m2!3d21.1507573!4d79.1481508!16s%2Fg%2F11sn78tc8h?hl=en",21.1507573,79.1481508,Yes,No,782,CASH
1537,Cafe and cocktail,4.191498741,0,"Plot no.7, beside Bank Of Baroda",,Coffee shop,"https://www.google.com/maps/place/Cafe+and+cocktail/@21.0912639,79.0753822,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf7ba4179dd5:0xd8b1d0245f85e751!8m2!3d21.0912639!4d79.0753822!16s%2Fg%2F11s465nydj?hl=en",21.0912639,79.0753822,Yes,Yes,531,CASH AND UPI
1538,Jaanta Raja,4.191498741,0,beside Sarika Bear Bar,+91 93250 95642,Cafe,"https://www.google.com/maps/place/Jaanta+Raja/@21.1584856,79.1451521,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c790aee024cf:0xbf0938a36c03f6ad!8m2!3d21.1584856!4d79.1451521!16s%2Fg%2F11sdd77d_g?hl=en",21.1584856,79.1451521,Yes,Yes,710,CASH AND UPI
1539,Vithal Chaaha,4.191498741,0,"HB Town, near Axis Bank",+91 96371 00452,Cafe,"https://www.google.com/maps/place/Vithal+Chaaha/@21.1529591,79.1498851,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7e55559081f:0xe0f53f3588685dff!8m2!3d21.1529591!4d79.1498851!16s%2Fg%2F11tspv2x6c?hl=en",21.1529591,79.1498851,Yes,No,717,CASH AND UPI
1540,Aysha Coldrink,4.191498741,0,Shop No 1,+91 70305 86244,Coffee shop,"https://www.google.com/maps/place/Aysha+Coldrink/@21.1446935,79.1311168,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c71389d27f9b:0xb0beb30a950d2ef7!8m2!3d21.1446935!4d79.1311168!16s%2Fg%2F11rv30f5k4?hl=en",21.1446935,79.1311168,Yes,No,815,CASH AND UPI
1541,Pradum Chat Centre,4.191498741,0,Pardi,+91 79724 47658,Cafe,"https://www.google.com/maps/place/Pradum+Chat+Centre/@21.1499231,79.1580785,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7fa417cf063:0x8df1a1e46f86860!8m2!3d21.1499231!4d79.1580785!16s%2Fg%2F11tdn_n930?hl=en",21.1499231,79.1580785,Yes,No,833,CASH
1542,Cafe QB,4.191498741,0,"8, W High Ct Rd, near Milton Mall",,Coffee shop,"https://www.google.com/maps/place/Cafe+QB/@21.1406763,79.0609111,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1fa35ba8c05:0x9ecec23b7d75fe74!8m2!3d21.1406763!4d79.0609111!16s%2Fg%2F11pd28gxj6?hl=en",21.1406763,79.0609111,Yes,No,795,CASH
1543,Chandravanshi Juice,4.191498741,0,"1 C A, Road",+91 76205 06806,Cafe,"https://www.google.com/maps/place/Chandravanshi+Juice/@21.1768972,79.148696,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a844b0303b:0xe5d718c1ca97d03c!8m2!3d21.1768972!4d79.148696!16s%2Fg%2F11s_vxtp_9?hl=en",21.1768972,79.148696,Yes,Yes,985,CASH
1544,Chinese Fast Food,4.191498741,0,"Mangaldeep Apartment, Flat No. T2, 3rd, Umrer Rd, near NIT Garden",,Fast food restaurant,"https://www.google.com/maps/place/Chinese+Fast+Food/@21.1146141,79.0422008,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf9f08609cd1:0xf1b54704bf9b29a7!8m2!3d21.1146141!4d79.0422008!16s%2Fg%2F11j8lwy8d2?hl=en",21.1146141,79.0422008,Yes,Yes,878,CASH AND UPI
1545,Chaiadda,4.191498741,0,"Bazar chowk, Bhandara Rd",,Tea house,"https://www.google.com/maps/place/Chaiadda/@21.1497315,79.1578843,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c76251f38ba1:0xad79b8a253ce2274!8m2!3d21.1497315!4d79.1578843!16s%2Fg%2F11tnzxn5pl?hl=en",21.1497315,79.1578843,Yes,No,871,CASH AND UPI
1546,Nimbu Pani Center,4.191498741,0,"1, Prakash Heighschool, Bhandara Rd, near Hp Petrol Pump",+91 87676 75142,Coffee shop,"https://www.google.com/maps/place/Nimbu+Pani+Center/@21.1500069,79.1628661,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c78691f118b9:0xa9a4007d532c7b28!8m2!3d21.1500069!4d79.1628661!16s%2Fg%2F11kjzfy8cn?hl=en",21.1500069,79.1628661,Yes,Yes,686,CASH
1547,Thikana Cafe,4.191498741,0,"Shivaji Skating Ring, Ambazari Rd, near Lokmany Convent",,Cafe,"https://www.google.com/maps/place/Thikana+Cafe/@21.1338631,79.0536181,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1842c1f9035:0xe49a5e6d0467e430!8m2!3d21.1338631!4d79.0536181!16s%2Fg%2F11tmhmngf1?hl=en",21.1338631,79.0536181,Yes,Yes,682,CASH
1548,Mohammad Service,4.191498741,0,"Shop No 1, Majari",+91 97306 44951,Coffee shop,"https://www.google.com/maps/place/Mohammad+Service/@21.1824786,79.1405694,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72e4a1fa733:0x83ceb21d347a9849!8m2!3d21.1824786!4d79.1405694!16s%2Fg%2F11trql6gzr?hl=en",21.1824786,79.1405694,Yes,Yes,561,CASH AND UPI
1549,CAFE ZONE,4.191498741,0,"Ambazari Layout, opposite Dharampeth Science college, near Mansi Girls Hostel",,Cafe,"https://www.google.com/maps/place/CAFE+ZONE/@21.130501,79.0469205,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10a51cb85af:0x410950da56cc63be!8m2!3d21.130501!4d79.0469205!16s%2Fg%2F11trw4pf9k?hl=en",21.130501,79.0469205,Yes,No,607,CASH AND UPI
1550,Mumbai dum biryani yashoda nagar,4.191498741,0,,,Biryani restaurant,"https://www.google.com/maps/place/Mumbai+dum+biryani+yashoda+nagar/@21.1162784,79.025134,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf137d99b507:0x34a2256368c3d902!8m2!3d21.1162784!4d79.025134!16s%2Fg%2F11twfy9ml3?hl=en",21.1162784,79.025134,Yes,Yes,903,CASH
1551,Jagdamba Daily Needs,4.191498741,0,,+91 98811 42323,Cafe,"https://www.google.com/maps/place/Jagdamba+Daily+Needs/@21.1845921,79.132172,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7f4abf6c805:0x3bf30a38b85dd5e9!8m2!3d21.1845921!4d79.132172!16s%2Fg%2F11ptqcbbjp?hl=en",21.1845921,79.132172,Yes,No,697,CASH
1552,Shiv Shakti Bar,4.191498741,0,"Shiv Shakti Bar, Kalamna, Old Kamptee Rd",+91 77749 68999,Cafe,"https://www.google.com/maps/place/Shiv+Shakti+Bar/@21.1694594,79.1360695,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c75ba99bbb5b:0x9c5f338b64da461!8m2!3d21.1694594!4d79.1360695!16s%2Fg%2F11tgg4mm2w?hl=en",21.1694594,79.1360695,Yes,No,976,CASH AND UPI
1553,Viru Chinese,4.191498741,0,"Shop No, 1, Kalmana Market Rd",+91 95185 23931,Coffee shop,"https://www.google.com/maps/place/Viru+Chinese/@21.1573466,79.1491244,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7be83829963:0xa29ee8160fcfc131!8m2!3d21.1573466!4d79.1491244!16s%2Fg%2F11sr64xnvf?hl=en",21.1573466,79.1491244,Yes,Yes,662,CASH AND UPI
1554,The woodpeckers nest restaurant,4.191498741,0,43G5+979,,Family restaurant,"https://www.google.com/maps/place/The+woodpeckers+nest+restaurant/@21.125908,79.0582381,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d558d3e8a3:0x21ea322d73f54052!8m2!3d21.125908!4d79.0582381!16s%2Fg%2F11smw3w6t_?hl=en",21.125908,79.0582381,Yes,No,513,CASH
1555,David juice and cafe center,4.191498741,0,Vanbala Toy Train Station,,Coffee shop,"https://www.google.com/maps/place/David+juice+and+cafe+center/@21.1679859,79.0630522,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c12e802cfb05:0x8728d32cdb99029c!8m2!3d21.1679859!4d79.0630522!16s%2Fg%2F11rwln8_hn?hl=en",21.1679859,79.0630522,Yes,No,759,CASH AND UPI
1556,Sinha Net Cafe,4.191498741,0,"535 Bharat Nagar, Bharatwada Rd, near Gokul Dairy",+91 99757 36230,Computer store,"https://www.google.com/maps/place/Sinha+Net+Cafe/@21.1636002,79.1678862,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7d96bb0e953:0xf592df8d7e54c005!8m2!3d21.1636002!4d79.1678862!16s%2Fg%2F11pyc5g_p1?hl=en",21.1636002,79.1678862,Yes,Yes,601,CASH AND UPI
1557,Tea Toast Cafe,4.191498741,0,44QJ+MM7,,Restaurant,"https://www.google.com/maps/place/Tea+Toast+Cafe/@21.1391619,79.1316834,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a95527e533:0x29eabac83605106d!8m2!3d21.1391619!4d79.1316834!16s%2Fg%2F11sjfxjhtl?hl=en",21.1391619,79.1316834,Yes,No,819,CASH
1558,Cafe Tinu,4.191498741,0,4,+91 77090 94009,Fast food restaurant,"https://www.google.com/maps/place/Cafe+Tinu/@21.1865754,79.1572525,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7f56ebb7a95:0x5fc553c0710a7a77!8m2!3d21.1865754!4d79.1572525!16s%2Fg%2F11pdyb4fzf?hl=en",21.1865754,79.1572525,Yes,No,805,CASH
1559,Ajay Amlet Nasta Center,4.191498741,0,Regal Celebration Anand Nagar Nagpur Regal Celebration Anand Nagar,+91 72184 60028,Fast food restaurant,"https://www.google.com/maps/place/Ajay+Amlet+Nasta+Center/@21.1722809,79.1199247,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c769cb8590bf:0x62f942e9d7470f65!8m2!3d21.1722809!4d79.1199247!16s%2Fg%2F11pyp3zh5j?hl=en",21.1722809,79.1199247,Yes,No,739,CASH AND UPI
1560,Sai Dabeli Point,4.191498741,0,Pardi,+91 99704 18651,Fast food restaurant,"https://www.google.com/maps/place/Sai+Dabeli+Point/@21.1439349,79.1573551,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7e1a61f04d3:0xa5e166189429adbb!8m2!3d21.1439349!4d79.1573551!16s%2Fg%2F11thbz4gqh?hl=en",21.1439349,79.1573551,Yes,No,684,CASH AND UPI
1561,Shivansh Chivada Center,4.191498741,0,54MM+G3X,+91 92848 05600,Fast food restaurant,"https://www.google.com/maps/place/Shivansh+Chivada+Center/@21.1838537,79.1327371,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7595f35d927:0x922c050cf9b14ad6!8m2!3d21.1838537!4d79.1327371!16s%2Fg%2F11spdg97hd?hl=en",21.1838537,79.1327371,Yes,No,690,CASH AND UPI
1562,Mane Bhaji Senter,4.191498741,0,Anand Nagar Legal Celebration,+91 90968 60117,Vegetarian restaurant,"https://www.google.com/maps/place/Mane+Bhaji+Senter/@21.1724434,79.1202864,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c74353c0dd7d:0x8406619f724380c0!8m2!3d21.1724434!4d79.1202864!16s%2Fg%2F11sh4_53tt?hl=en",21.1724434,79.1202864,Yes,No,686,CASH
1563,Swigi Diler,4.191498741,0,,+91 86683 49537,Fast food restaurant,"https://www.google.com/maps/place/Swigi+Diler/@21.1838043,79.1316498,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7dfc1173045:0x8682cf6ec747d976!8m2!3d21.1838043!4d79.1316498!16s%2Fg%2F11smh54hbm?hl=en",21.1838043,79.1316498,Yes,No,988,CASH AND UPI
1564,Vilas Chat Center,4.191498741,0,near Mandir,+91 83906 81723,Fast food restaurant,"https://www.google.com/maps/place/Vilas+Chat+Center/@21.1785397,79.1319495,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c747db7923c1:0x7d007d7401019aba!8m2!3d21.1785397!4d79.1319495!16s%2Fg%2F11syr2qs6q?hl=en",21.1785397,79.1319495,Yes,Yes,921,CASH AND UPI
1565,Anda Rool Center,4.191498741,0,"54C9+WX7, regal Celebration Anand Nagar Nagpur regal Celebration Anand Nagar",+91 76201 90409,Fast food restaurant,"https://www.google.com/maps/place/Anda+Rool+Center/@21.1722809,79.1199247,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7b0e4e5c95d:0xfe023844ce041580!8m2!3d21.1722809!4d79.1199247!16s%2Fg%2F11pz6yb2js?hl=en",21.1722809,79.1199247,Yes,Yes,544,CASH
1566,Devchan Nasta Point,4.191498741,0,2 Etta Bhatta Sqare,+91 97673 04350,Fast food restaurant,"https://www.google.com/maps/place/Devchan+Nasta+Point/@21.1742848,79.1277469,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c752652cac37:0x43931a0c4f55e3b!8m2!3d21.1742848!4d79.1277469!16s%2Fg%2F11rvhnr1ry?hl=en",21.1742848,79.1277469,Yes,Yes,900,CASH
